site_id,date,discharge_lag1,discharge_lag2,discharge_lag3,discharge_roll_mean_3,discharge_roll_mean_7,discharge_diff_1,month,threshold,discharge_next_day,target
01646500,2022-05-15,20800.0,25100.0,31300.0,21266.666666666668,42814.28571428572,-2900.0,5,28540.000000000007,16800.0,0.0
01646500,2022-05-16,17900.0,20800.0,25100.0,18500.0,30642.85714285714,-1100.0,5,28540.000000000007,16600.0,0.0
01646500,2022-05-17,16800.0,17900.0,20800.0,17100.0,24271.428571428572,-200.0,5,28540.000000000007,15900.0,0.0
01646500,2022-05-18,16600.0,16800.0,17900.0,16433.333333333332,20628.571428571428,-700.0,5,28540.000000000007,14700.0,0.0
01646500,2022-05-19,15900.0,16600.0,16800.0,15733.333333333334,18257.14285714286,-1200.0,5,28540.000000000007,13800.0,0.0
01646500,2022-05-20,14700.0,15900.0,16600.0,14800.0,16642.85714285714,-900.0,5,28540.000000000007,12600.0,0.0
01646500,2022-05-21,13800.0,14700.0,15900.0,13700.0,15471.42857142857,-1200.0,5,28540.000000000007,11900.0,0.0
01646500,2022-05-22,12600.0,13800.0,14700.0,12766.666666666666,14614.285714285714,-700.0,5,28540.000000000007,14500.0,0.0
01646500,2022-05-23,11900.0,12600.0,13800.0,13000.0,14285.714285714286,2600.0,5,28540.000000000007,11500.0,0.0
01646500,2022-05-24,14500.0,11900.0,12600.0,12633.333333333334,13557.142857142857,-3000.0,5,28540.000000000007,10100.0,0.0
01646500,2022-05-25,11500.0,14500.0,11900.0,12033.333333333334,12728.57142857143,-1400.0,5,28540.000000000007,9080.0,0.0
01646500,2022-05-26,10100.0,11500.0,14500.0,10226.666666666666,11925.714285714286,-1020.0,5,28540.000000000007,8820.0,0.0
01646500,2022-05-27,9080.0,10100.0,11500.0,9333.333333333334,11214.285714285714,-260.0,5,28540.000000000007,11300.0,0.0
01646500,2022-05-28,8820.0,9080.0,10100.0,9733.333333333334,11028.57142857143,2480.0,5,28540.000000000007,11300.0,0.0
01646500,2022-05-29,11300.0,8820.0,9080.0,10473.333333333334,10942.857142857143,0.0,5,28540.000000000007,12900.0,0.0
01646500,2022-05-30,11300.0,11300.0,8820.0,11833.333333333334,10714.285714285714,1600.0,5,28540.000000000007,12900.0,0.0
01646500,2022-05-31,12900.0,11300.0,11300.0,12366.666666666666,10914.285714285714,0.0,5,28540.000000000007,11200.0,0.0
01646500,2022-06-01,12900.0,12900.0,11300.0,12333.333333333334,11071.42857142857,-1700.0,6,28540.000000000007,10200.0,0.0
01646500,2022-06-02,11200.0,12900.0,12900.0,11433.333333333334,11231.42857142857,-1000.0,6,28540.000000000007,9680.0,0.0
01646500,2022-06-03,10200.0,11200.0,12900.0,10360.0,11354.285714285714,-520.0,6,28540.000000000007,8250.0,0.0
01646500,2022-06-04,9680.0,10200.0,11200.0,9376.666666666666,10918.57142857143,-1430.0,6,28540.000000000007,7250.0,0.0
01646500,2022-06-05,8250.0,9680.0,10200.0,8393.333333333334,10340.0,-1000.0,6,28540.000000000007,6470.0,0.0
01646500,2022-06-06,7250.0,8250.0,9680.0,7323.333333333333,9421.42857142857,-780.0,6,28540.000000000007,5900.0,0.0
01646500,2022-06-07,6470.0,7250.0,8250.0,6540.0,8421.42857142857,-570.0,6,28540.000000000007,5760.0,0.0
01646500,2022-06-08,5900.0,6470.0,7250.0,6043.333333333333,7644.285714285715,-140.0,6,28540.000000000007,6620.0,0.0
01646500,2022-06-09,5760.0,5900.0,6470.0,6093.333333333333,7132.857142857143,860.0,6,28540.000000000007,5580.0,0.0
01646500,2022-06-10,6620.0,5760.0,5900.0,5986.666666666667,6547.142857142857,-1040.0,6,28540.000000000007,5220.0,0.0
